Y	Z	X1	X2	X3	X4	X5
8.483334765946	0	-1.25290762148466	0	2	0.894469134013469	1.27911600456078
-0.0241104231348157	0	0.367286648444164	1	6	0.423795112001637	0.960677114965834
4.65122755847329	0	-1.67125722482009	0	5	0.449174842215997	1.37404304003457
5.37204443783745	1	3.19056160427558	0	7	0.393609342317106	0.825444240691485
1.52385751629128	0	0.659015543630721	1	5	0.740574233240748	1.47324892828285
6.42744585434239	0	-1.64093676823603	0	6	0.695344437047242	1.8031404494193
4.19336950455458	1	0.974858104856971	1	4	0.475533246558428	0.730490651965425
8.99214191605101	1	1.47664941025843	0	2	0.768018969494175	0.934501686856842
8.7933717140401	1	1.15156270330698	0	7	0.379014092923274	1.51779672420961
3.27633417744822	0	-0.610776774312712	0	6	0.284770001085101	1.3837508331732
1.73679497851172	1	3.0235623369017	1	4	0.510234560119394	0.619719467277764
4.29232350177449	0	0.779686472822862	0	8	0.734563831685959	0.994536211823353
7.95473983258727	0	-1.24248116108361	0	3	0.948922197627387	0.922628778332676
9.89891718121478	0	-4.429399774355	0	5	0.608379903229946	1.67125931553548
6.94838460792024	1	2.24986183628622	0	3	0.679098919481281	0.478668185279776
2.11543105680328	0	-0.0898672180304617	1	7	0.652297446378551	1.60606698544058
0.322722151951625	0	-0.0323805261978922	1	3	0.498514039579561	0.387468819162105
6.79021588903369	1	1.8876724213706	0	4	0.620935817709988	1.29594868262558
4.48005405990338	1	1.64244239019618	1	5	0.612091935805154	1.86495719961257
9.82301419783824	1	1.18780264243502	0	4	0.902077079565193	1.42492815623105
3.85174784484862	1	1.83795474321644	1	3	0.591680767283927	0.643176544229333
8.03235364059829	1	1.56427260146213	0	5	0.730616065375727	0.577082022225944
6.66389492398494	0	0.149129966730381	0	7	0.992360669098134	1.34423324788931
4.29006924865663	0	-3.97870339172675	1	7	0.638561119647522	1.63226750048177
7.41491472281509	1	1.23965149578942	1	5	0.822473861915703	1.25026164772244
5.04579935234979	0	-0.112257479058002	0	5	0.829949576329193	0.833357204786643
0.456973428008987	0	-0.311591013410659	1	7	0.373809143079218	0.692634623623898
1.7279100477387	0	-2.94150476779855	1	3	0.491161049750161	0.0238863078115108
5.17890489918341	0	-0.956300110217241	0	7	0.456408308439935	1.00967681610632
8.30497740782541	1	0.835883120399405	0	2	0.740453229658213	1.30783909227298
3.1669398467099	1	2.71735910305809	1	3	0.622049602735444	1.12024090202911
2.23611850780084	0	-0.205575454685991	1	5	0.579347785322282	1.39076720390293
5.13376562673401	0	0.775343223118738	0	4	0.866642703294394	0.692710464544835
1.7626117470214	0	-0.10761008116581	1	7	0.432019011297487	1.54966809178865
4.33524253104792	0	-2.75411911365721	1	4	0.719523579398593	1.07070443047176
4.36114492109919	0	-0.82998912659936	0	7	0.528056785681669	1.60310630571165
5.26088932356627	0	-0.788579907420699	0	4	0.542263803043108	1.73278924903148
2.60912311829578	0	-0.118626793422371	1	7	0.799100273047118	0.928387056082073
4.7736740555562	1	2.20005074396777	1	6	0.746651963620808	1.67341329984353
6.36291888471441	1	1.52635149691509	1	6	0.821090695530405	0.964925512419749
2.04129433969802	0	-0.329047192507174	1	6	0.790299301910832	0.617759778026649
3.78551480468692	0	-0.506723360273015	1	6	0.932365592709629	1.0900231702275
3.4779714207609	1	1.39392675080947	1	6	0.467686718591285	0.994964646664733
6.76833427822569	1	1.11332639734731	0	4	0.711664425629222	1.22380822307522
8.6945032303037	0	-1.37751138909904	0	5	0.923421982017457	1.56375750217899
4.46073876696103	0	-1.41499031392424	0	5	0.247108520080501	1.16948208479366
2.10213876548086	0	0.729163924273661	1	5	0.81989653866344	0.390558934578559
2.66538153540362	1	1.53706584903083	1	4	0.320324891059879	1.55568000308274
0.167078613840478	0	-0.224692424300456	1	3	0.331831535010861	1.21774796822771
5.19238794692442	1	1.76221545290843	1	6	0.723204999329588	1.38632374864345
4.54147685650935	1	0.796211760734136	1	5	0.572334867147372	0.601495174544144
7.63905693572702	0	-1.22405278650154	0	5	0.878586120468757	1.1720185119619
5.30505779693875	0	0.68223938284885	0	9	0.536525658301647	1.5823404921437
2.7973352333486	0	-2.25872619216159	1	5	0.44493166941173	1.27836029912863
6.92251958520962	1	2.86604740340207	0	9	0.782085158834754	0.588240054036661
3.81306762963299	1	3.96079979701172	1	5	0.870113301108425	0.997196542682464
1.34814903332482	0	-0.734442952933018	1	6	0.60986679513705	0.699945688822041
4.08442533743182	0	-2.08826925263306	1	6	0.836721641728402	1.03444577813061
3.51015811605756	0	1.13943925488483	1	8	0.888900774651061	0.395171361309942
2.69258617450622	0	-0.270109207761649	1	5	0.789744322248555	0.730138958020847
3.57013898818674	1	4.80323552100955	1	6	0.981372288369322	1.21007322606163
1.3615090855652	0	-0.0784800054663385	1	2	0.463286453211465	0.581788363289979
8.05122281358997	1	1.37947872490155	0	6	0.574961600626799	1.02779434687863
3.04513658712906	0	0.0560043175613321	0	5	0.355494439424161	1.06008811834286
7.77010658380557	0	-1.48654641776481	0	3	0.947360527865979	0.223669596498708
0.412935934549529	0	0.377584599028686	1	5	0.668281582907468	0.678912401723837
7.33751884816227	0	-3.60991725778208	0	6	0.570894375740833	0.612247381684658
2.34197754131074	1	2.93110972312577	1	6	0.676595767933842	0.787252419833703
3.09436533013561	0	0.306506676423795	1	5	0.772723232395288	0.904191181518023
0.558398733692506	1	4.34522334072431	1	1	0.397700642483342	1.21925982615367
7.05120898687877	1	0.951019057799325	0	5	0.601064040628631	1.15759087172684
5.81781817128947	0	-1.41989286184363	0	6	0.856930969456024	0.696156617138981
6.76277653045762	1	1.22145270697811	0	2	0.702357248550042	0.309994784353873
3.77842574358833	0	-1.8681952632885	1	7	0.622418663359512	1.40832427458548
8.5970272120582	0	-2.5072668004782	0	5	0.80549960269646	0.935100958018658
3.55162111029004	0	0.582892471034926	1	5	0.933028826856741	0.814724183053886
3.20781740888327	0	-0.886583746436866	1	3	0.500132598813472	1.61366016293636
2.13782188830221	0	0.00221070326324826	1	6	0.641397112083036	0.153328109383953
7.07450803255041	0	0.148682648303328	0	4	0.745930640546295	2.06913631069169
2.7044310328324	0	-1.17904189237614	1	5	0.688869295099324	0.595477648191061
4.42377509263502	0	-1.137337465637	0	4	0.589840082266429	1.12388382515837
4.8050898778185	0	-0.270357230247664	1	5	0.812289748599129	1.92622107034503
9.37253124394557	1	2.35617399314641	0	6	0.936811842378341	1.12932879465426
7.71669241320496	0	-3.04713360085952	0	4	0.673860356016166	1.88314317164077
3.19963355602473	0	1.18789237525684	1	8	0.827114810689537	0.354417281026433
5.1267026110863	1	0.665900742427037	1	3	0.455474551356864	1.36930740785144
4.30619720554928	1	2.12619967455273	1	6	0.767257736947516	1.0071389760601
3.38042074770909	0	-0.608367847268601	1	3	0.711751405779165	0.918207271419723
3.08014466595978	0	0.740037619832576	1	4	0.856732696756829	2.26950925078168
5.03782855055045	0	0.534197581544462	0	7	0.710636694368286	0.983534197392943
3.41222893743681	0	-1.0850400619833	1	4	0.619263683595512	1.03575847556573
7.14014446159482	1	2.41573561196634	0	3	0.722069962756538	1.27941318159247
6.054296885837	1	2.3208052313899	1	6	0.88031843293637	1.10778265827894
5.88770196854828	1	1.40042729903	1	4	0.79225982324042	1.224602342896
2.42528941880951	1	3.17366690908169	1	4	0.504363042738703	1.3455188644006
3.98216700721445	1	1.11697285113061	1	6	0.619643839586817	0.640354597557951
4.28602645786475	0	-2.55318441691607	1	4	0.445470712627908	1.70314916474104
2.05370523493232	0	-1.14653082847377	1	6	0.605622936154861	0.507471554653429
7.23822979749502	0	-2.44922522979671	0	3	0.781803761214976	1.03847772738
4.09962326268482	0	-0.946801272878623	0	3	0.534337518060002	0.621452939806765
3.20977204171269	0	-1.24073335444825	1	2	0.532441993455045	1.95082635802774
1.35477385500904	0	0.0842317462884705	1	7	0.842399419011823	0.349712423364636
2.98256484724109	0	-1.82184329710489	1	6	0.570154710585958	0.580204701827596
3.51934797564816	0	0.31605754480815	1	3	0.946040541001882	0.196681486883919
8.32103269034737	0	-1.30916928783764	0	5	0.920384974418066	0.536790120624895
4.45835418135668	1	3.53457453874529	1	3	0.673672871570008	1.47312877995848
7.68366064130742	1	1.43341495203441	0	5	0.795105832686236	1.09026479836677
10.1423919872868	1	1.82034845899045	0	1	0.925889655682305	1.54437631315234
4.24818147680335	0	0.768370715652689	0	5	0.751786204990107	-0.161059950814066
4.29189368795476	1	3.36435216103884	1	6	0.670617514757145	0.38181640961472
